audit_id,run_id,task_id,criterion_id,coder,label,submitted_at,sheet_version
AA-0301,run-044,T02,T02-R07,coder_b,accessed,2026-09-12T11:12:48Z,v1
AA-0302,run-070,T03,T03-R08,coder_b,not_accessed,2026-09-12T11:12:48Z,v1
AA-0303,run-019,T01,T01-R09,coder_b,accessed,2026-09-12T11:12:48Z,v1
AA-0304,run-122,T06,T06-R01,coder_b,accessed,2026-09-12T11:12:48Z,v1
AA-0305,run-141,T06,T06-R08,coder_b,accessed,2026-09-12T11:12:48Z,v1
AA-0306,run-019,T01,T01-R05,coder_b,accessed,2026-09-12T11:12:48Z,v1
AA-0307,run-153,T08,T08-R04,coder_b,accessed,2026-09-12T11:12:48Z,v1
AA-0308,run-052,T03,T03-R03,coder_b,not_accessed,2026-09-12T11:12:48Z,v1
AA-0309,run-026,T02,T02-R07,coder_b,accessed,2026-09-12T11:12:48Z,v1
AA-0310,run-114,T05,T05-R01,coder_b,accessed,2026-09-12T11:12:48Z,v1
AA-0311,run-073,T04,T04-R04,coder_b,accessed,2026-09-12T11:12:48Z,v1
AA-0312,run-106,T05,T05-R02,coder_b,accessed,2026-09-12T11:12:48Z,v1
AA-0313,run-134,T06,T06-R01,coder_b,accessed,2026-09-12T11:12:48Z,v1
AA-0314,run-112,T05,T05-R08,coder_b,accessed,2026-09-12T11:12:48Z,v1
AA-0315,run-072,T03,T03-R03,coder_b,accessed,2026-09-12T11:12:48Z,v1
AA-0316,run-137,T06,T06-R07,coder_b,accessed,2026-09-12T11:12:48Z,v1
AA-0317,run-079,T04,T04-R14,coder_b,accessed,2026-09-12T11:12:48Z,v1
AA-0318,run-124,T06,T06-R05,coder_b,accessed,2026-09-12T11:12:48Z,v1
AA-0319,run-189,T07,T07-R04,coder_b,accessed,2026-09-12T11:12:48Z,v1
AA-0320,run-078,T04,T04-R01,coder_b,accessed,2026-09-12T11:12:48Z,v1
AA-0321,run-085,T04,T04-R03,coder_b,not_accessed,2026-09-12T11:12:48Z,v1
AA-0322,run-009,T01,T01-R06,coder_b,unknown,2026-09-12T11:12:48Z,v1
AA-0323,run-113,T05,T05-R02,coder_b,accessed,2026-09-12T11:12:48Z,v1
AA-0324,run-093,T04,T04-R08,coder_b,accessed,2026-09-12T11:12:48Z,v1
AA-0325,run-170,T07,T07-R03,coder_b,accessed,2026-09-12T11:12:48Z,v1
AA-0326,run-160,T08,T08-R04,coder_b,accessed,2026-09-12T11:12:48Z,v1
AA-0327,run-021,T01,T01-R09,coder_b,accessed,2026-09-12T11:12:48Z,v1
AA-0328,run-083,T04,T04-R01,coder_b,not_accessed,2026-09-12T11:12:48Z,v1
AA-0329,run-035,T02,T02-R10,coder_b,accessed,2026-09-12T11:12:48Z,v1
AA-0330,run-089,T04,T04-R11,coder_b,unknown,2026-09-12T11:12:48Z,v1
AA-0331,run-150,T08,T08-R01,coder_b,not_accessed,2026-09-12T11:12:48Z,v1
AA-0332,run-055,T03,T03-R05,coder_b,accessed,2026-09-12T11:12:48Z,v1
AA-0333,run-123,T06,T06-R07,coder_b,accessed,2026-09-12T11:12:48Z,v1
AA-0334,run-039,T02,T02-R04,coder_b,accessed,2026-09-12T11:12:48Z,v1
AA-0335,run-094,T04,T04-R03,coder_b,accessed,2026-09-12T11:12:48Z,v1
AA-0336,run-108,T05,T05-R03,coder_b,accessed,2026-09-12T11:12:48Z,v1
AA-0337,run-001,T01,T01-R11,coder_b,accessed,2026-09-12T11:12:48Z,v1
AA-0338,run-118,T05,T05-R08,coder_b,accessed,2026-09-12T11:12:48Z,v1
AA-0339,run-038,T02,T02-R01,coder_b,accessed,2026-09-12T11:12:48Z,v1
AA-0340,run-116,T05,T05-R01,coder_b,accessed,2026-09-12T11:12:48Z,v1
AA-0341,run-011,T01,T01-R07,coder_b,accessed,2026-09-12T11:12:48Z,v1
AA-0342,run-116,T05,T05-R02,coder_b,unknown,2026-09-12T11:12:48Z,v1
AA-0343,run-168,T08,T08-R02,coder_b,accessed,2026-09-12T11:12:48Z,v1
AA-0344,run-034,T02,T02-R10,coder_b,not_accessed,2026-09-12T11:12:48Z,v1
AA-0345,run-095,T04,T04-R03,coder_b,accessed,2026-09-12T11:12:48Z,v1
AA-0346,run-036,T02,T02-R05,coder_b,accessed,2026-09-12T11:12:48Z,v1
